perfForm,infForm
разгулять,разгуливать
раздать,раздавать
раздарить,раздаривать
раздвоить,раздваивать
раздвинуть,раздвигать
раздеть,раздевать
разделать,разделывать
раздербанить,раздербанивать
раздернуть,раздергивать
раздобыть,раздобывать
раздражить,раздражать
раздраконить,раздраконивать
раздружить,раздружать
раздуть,раздувать
разинуть,разевать
разжарить,разжаривать
разжить,разживать
разжечь,разжигать
разжидить,разжижать
разжать,разжимать
раззадорить,раззадоривать
раззявить,раззявливать
разложить,разлагать
разладить,разлаживать
разломать,разламывать
разломить,разламывать
разлежать,разлеживать
разлезть,разлезать
разлепить,разлеплять
разлететь,разлетать
разлить,разливать
различить,различать
разлохматить,разлохмачивать
разлучить,разлучать
разлюбить,разлюблять
размагнитить,размагничивать
размазать,размазывать
размалевать,размалевывать
размолоть,размалывать
размотать,разматывать
размахнуть,размахивать
размельчить,размельчать
размерить,размерять
разметать,разметывать
разметить,размечать
размесить,размешивать
разместить,размещать
размять,разминать
размножить,размножать
размозжить,размозжать
размокнуть,размокать
размолотить,размолачивать
разморозить,размораживать
размочалить,размочаливать
размыть,размывать
разомкнуть,размыкать
размыслить,размышлять
размягчить,размягчать
размякнуть,размякать
разносить,разнашивать
разнежить,разнеживать
разнять,разнимать
разнести,разносить
разнуздать,разнуздывать
разнюнить,разнюнивать
разнюхать,разнюхивать
разоблачить,разоблачать
разобщить,разобщать
разогреть,разогревать
разодеть,разодевать
разомлеть,разомлевать
разоружить,разоружать
разорить,разорять
разочаровать,разочаровывать
разработать,разрабатывать
разровнять,разравнивать
разразить,разражать
разрасти,разрастать
разредить,разрежать
разрешить,разрешать
разрисовать,разрисовывать
разрознить,разрознивать
разрубить,разрубать
разругать,разругивать
разрулить,разруливать
разрумянить,разрумянивать
разрушить,разрушать
разорвать,разрывать
разрыхлить,разрыхлять
разрядить,разряжать
разубедить,разубеждать
разуть,разувать
разуверить,разуверять
разузнать,разузнавать
разукрасить,разукрашивать
разукрупнить,разукрупнять
разуплотнить,разуплотнять
разупорядочить,разупорядочивать
разутюжить,разутюживать
разучить,разучивать
разъесть,разъедать
разъединить,разъединять
разъехать,разъезжать
разъярить,разъярять
разъяснить,разъяснять
разыграть,разыгрывать
разыскать,разыскивать
проранжировать,ранжировать
изранить,ранить
поранить,ранить
отрапортовать,рапортовать
расколоть,раскалывать
раскопать,раскапывать
раскормить,раскармливать
раскатать,раскатывать
расквартировать,расквартировывать
расквасить,расквашивать
раскидать,раскидывать
раскинуть,раскидывать
раскиснуть,раскисать
расклеить,расклеивать
расклепать,расклепывать
расклешить,расклешивать
расковырять,расковыривать
расколотить,расколачивать
расколдовать,расколдовывать
расколошматить,расколошмачивать
раскочегарить,раскочегаривать
раскошелить,раскошеливать
раскроить,раскраивать
раскрасить,раскрашивать
раскрепостить,раскрепощать
раскулачить,раскулачивать
раскупить,раскупать
раскупорить,раскупоривать
раскурить,раскуривать
раскутать,раскутывать
распасть,распадать
распаять,распаивать
распаковать,распаковывать
распалить,распалять
распарить,распаривать
распороть,распарывать
распатронить,распатронивать
распахать,распахивать
распахнуть,распахивать
распечь,распекать
распеленать,распеленывать
распесочить,распесочивать
распечатать,распечатывать
распить,распивать
распилить,распиливать
распять,распинать
распереть,распирать
расписать,расписывать
распихать,распихивать
распихнуть,распихивать
расплатить,расплачивать
расплескать,расплескивать
расплести,расплетать
расплыть,расплывать
распогодить,распогоживать
расподобить,расподабливать
распознать,распознавать
расположить,располагать
расползти,расползать
распорядить,распоряжать
распоясать,распоясывать
расправить,расправлять
распределить,распределять
распростереть,распростирать
распространить,распространять
распрыскать,распрыскивать
распрячь,распрягать
распрямить,распрямлять
распубликовать,распубликовывать
распугать,распугивать
распустить,распускать
распутать,распутывать
распухнуть,распухать
распылить,распылять
распялить,распяливать
рассесть,рассаживать
рассосать,рассасывать
рассверлить,рассверливать
рассвести,рассветать
расседлать,расседлывать
рассеять,рассеивать
рассечь,рассекать
рассекретить,рассекречивать
расселить,расселять
рассидеть,рассиживать
рассиропить,рассиропливать
рассказать,рассказывать
расслабнуть,расслабить
расслабить,расслаблять
расславить,расславлять
расслоить,расслаивать
рассмотреть,рассматривать
рассовать,рассовывать
рассогласовать,рассогласовывать
рассорить,рассоривать
рассортировать,рассортировывать
расспросить,расспрашивать
рассредоточить,рассредотачивать
рассрочить,рассрочивать
расстать,расставать
расставить,расставлять
расстегнуть,расстегивать
расстелить,расстилать
расстроить,расстраивать
расстрелять,расстреливать
расступить,расступать
рассудить,рассуждать
рассчитать,рассчитывать
разослать,рассылать
рассыпать,рассыпать
рассохнуть,рассыхать
растаять,растаивать
растолкать,расталкивать
растаможить,растаможивать
растопить,растапливать
растаскать,растаскивать
растащить,растаскивать
растасовать,растасовывать
расточить,растачивать
растворить,растворять
растечь,растекать
растереть,растирать
растлить,растлевать
растолковать,растолковывать
растопырить,растопыривать
расторгнуть,расторгать
растрогать,растрагивать
растранжирить,растранжиривать
растратить,растрачивать
растрепать,растрепывать
растрескать,растрескивать
растянуть,растягивать
расфасовать,расфасовывать
расформировать,расформировывать
расхвалить,расхваливать
расхвастать,расхвастывать
расхватать,расхватывать
расхитить,расхищать
расхлебать,расхлебывать
расхныкать,расхныкивать
разойти,расходить
израсходовать,расходовать
расхолодить,расхолаживать
расцарапать,расцарапывать
расцвести,расцветать
расценить,расценивать
расцепить,расцеплять
расчесать,расчесывать
расчехлить,расчехлять
расчистить,расчищать
расчленить,расчленять
расчухать,расчухивать
расшаркать,расшаркивать
расшатать,расшатывать
расшвырять,расшвыривать
расшевелить,расшевеливать
расшибить,расшибать
расшить,расшивать
расширить,расширять
расшифровать,расшифровывать
расщепить,расщеплять
изорвать,рвать
отреагировать,реагировать
прореагировать,реагировать
среагировать,реагировать
реализовать,реализовывать
приревновать,ревновать
зарегистрировать,регистрировать
зарегламентировать,регламентировать
отрегулировать,регулировать
урегулировать,регулировать
урегуляризировать,регуляризировать
отредактировать,редактировать
поредеть,редеть
отрежиссировать,режиссировать
изрезать,резать
нарезать,резать
отрезать,резать
порезать,резать
разрезать,резать
прорезать,резать
зарезервировать,резервировать
прорезюмировать,резюмировать
отрейтинговать,рейтинговать
разрекламировать,рекламировать
отрекомендовать,рекомендовать
порекомендовать,рекомендовать
отремонтировать,ремонтировать
подремонтировать,ремонтировать
реорганизовать,реорганизовывать
отрепетировать,репетировать
отреставрировать,реставрировать
отретировать,ретировать
отреферировать,реферировать
отреформировать,реформировать
отрецензировать,рецензировать
прорецензировать,рецензировать
заржаветь,ржаветь
заржать,ржать
нарисовать,рисовать
оробеть,робеть
ороговеть,роговеть
породнить,роднить
сроднить,роднить
родить,рожать
нарождать,рождать
порозоветь,розоветь
отроить,роить
зарокотать,рокотать
уронить,ронять
зароптать,роптать
поротозействовать,ротозействовать
отрубить,рубить
срубить,рубить
прорубрицировать,рубрицировать
выругать,ругать
ругнуть,ругать
поруководить,руководить
зарумянить,румянить
рухнуть,рушить
порыбачить,рыбачить
рыгнуть,рыгать
зарыдать,рыдать
рыкнуть,рыкать
вырыть,рыть
зарычать,рычать
прорычать,рычать
зарябить,рябить
рявкнуть,рявкать
просаботировать,саботировать
сесть,садить
засаднить,саднить
посадить,сажать
отсалютовать,салютовать
самоорганизовать,самоорганизовывать
саморазгрузить,саморазгружать
самораспустить,самораспускать
самоуплотнить,самоуплотнять
самоутвердить,самоутверждать
осатанеть,сатанеть
отсатурировать,сатурировать
посахарить,сахарить
просачковать,сачковать
сбавить,сбавлять
сбагрить,сбагривать
сбить,сбивать
сблизить,сближать
сбросить,сбрасывать
сбрести,сбредать
сбрить,сбривать
сбрызнуть,сбрызгивать
сбыть,сбывать
сосватать,сватать
посватать,сватать
засвербеть,свербеть
свергнуть,свергать
сверкнуть,сверкать
свернуть,свертывать
свершить,свершать
сверить,сверять
посветлеть,светлеть
просветлеть,светлеть
свесить,свешивать
засвидетельствовать,свидетельствовать
свинтить,свинчивать
рассвирепеть,свирепеть
свиснуть,свистеть
свести,сводить
свезти,свозить
сволочь,сволакивать
своротить,сворачивать
свыкнуть,свыкать
сглотнуть,сглатывать
сговорить,сговаривать
согнать,сгонять
сгрузить,сгружать
сгрудить,сгруживать
сгустить,сгущать
сдобрить,сдабривать
сдать,сдавать
сдоить,сдаивать
сдвоить,сдваивать
сдвинуть,сдвигать
сдернуть,сдергивать
сдружить,сдружать
сдрючить,сдрючивать
сдуть,сдувать
просегментировать,сегментировать
поседеть,седеть
просеквенировать,секвенировать
просекционировать,секционировать
отселектировать,селектировать
отселекционировать,селекционировать
отсепарировать,сепарировать
отсервировать,сервировать
рассердить,сердить
посеребрить,серебрить
посереть,сереть
осерчать,серчать
посерьезнеть,серьезнеть
посетовать,сетовать
посечь,сечь
посеять,сеять
сжить,сживать
сигануть,сигать
просигнализировать,сигнализировать
посигналить,сигналить
посидеть,сидеть
засилосовать,силосовать
посинеть,синеть
засинхронизировать,синхронизировать
засипеть,сипеть
просистематизировать,систематизировать
засиять,сиять
поскакать,скакать
проскакать,скакать
скакнуть,скакать
сколоть,скалывать
наскандалить,скандалить
поскандалить,скандалить
просканировать,сканировать
скормить,скармливать
скатать,скатывать
скатить,скатывать
просквозить,сквозить
скинуть,скидывать
заскирдовать,скирдовать
сложить,складывать
склевать,склевывать
засклерозивать,склерозивать
сковырнуть,сковыривать
сколотить,сколачивать
заскользить,скользить
скользнуть,скользить
отскрабировать,скрабировать
скрасть,скрадывать
скрасить,скрашивать
заскрежетать,скрежетать
скрепить,скреплять
выскрести,скрести
поскрести,скрести
скрестить,скрещивать
заскрипеть,скрипеть
скрипнуть,скрипеть
поскромничать,скромничать
скрыть,скрывать
скукожить,скукоживать
скупить,скупать
поскупить,скупить
заскучать,скучать
сладить,слаживать
посластить,сластить
последовать,следовать
слезть,слезать
слепить,слеплять
ослепнуть,слепнуть
слететь,слетать
слить,сливать
слизать,слизывать
сличить,сличать
послужить,служить
прослужить,служить
случить,случать
послушать,слушать
прослыть,слыть
услыхать,слыхать
расслышать,слышать
услышать,слышать
послышать,слышать
послюнить,слюнить
послюнявить,слюнявить
смазать,смазывать
сморить,смаривать
смарать,смарывать
смотать,сматывать
смахнуть,смахивать
смочить,смачивать
осмелеть,смелеть
сменить,сменять
смерзнуть,смерзать
смести,сметать
посметь,сметь
смешать,смешивать
рассмешить,смешить
сместить,смещать
смирить,смирять
смокнуть,смокать
смолотить,смолачивать
просмолить,смолить
смолкнуть,смолкать
смонстрячить,смонстрячивать
высморкать,сморкать
сморкнуть,сморкать
смутить,смущать
смыть,смывать
смылить,смыливать
смягчить,смягчать
смякнуть,смякать
снабдить,снабжать
снарядить,снаряжать
сносить,снашивать
заснежить,снежить
снизить,снижать
сникнуть,сникать
поснимать,снимать
снять,снимать
снискать,снискивать
снизойти,снисходить
приснить,снить
засновать,сновать
снести,сносить
снюхать,снюхивать
заснять,снять
пособеседовать,собеседовать
собрать,собирать
соблазнить,соблазнять
пособолезновать,соболезновать
совершить,совершать
забеги,совершать
усовершенствовать,совершенствовать
усовестить,совестить
посовестить,совестить
посоветовать,советовать
посовещать,совещать
совместить,совмещать
совпасть,совпадать
совратить,совращать
согласовать,согласовывать
согласить,соглашать
содеять,содевать
посодействовать,содействовать
соединить,соединять
посожалеть,сожалеть
созвонить,созванивать
создать,создавать
сознать,сознавать
осознавать,сознавать
созвать,созывать
соизмерить,соизмерять
сократить,сокращать
посокрушать,сокрушать
посолить,солить
посоловеть,соловеть
засомневать,сомневать
усомнить,сомневать
сообщить,сообщать
соорудить,сооружать
соотнести,соотносить
посопеть,сопеть
сопоставить,сопоставлять
соприкоснуть,соприкасать
сопроводить,сопровождать
сопрячь,сопрягать
посоревновать,соревновать
насорить,сорить
отсортировать,сортировать
соскоблить,соскабливать
соскучить,соскучивать
сосредоточить,сосредотачивать
состричь,состригать
состыковать,состыковывать
сотворить,сотворять
посотрудничать,сотрудничать
сохранить,сохранять
сочинить,сочинять
сочленить,сочленять
посочувствовать,сочувствовать
сощурить,сощуривать
спасть,спадать
споить,спаивать
спарить,спаривать
спороть,спарывать
спасти,спасать
проспециализировать,специализировать
заспешить,спешить
поспешить,спешить
спить,спивать
списать,списывать
сплавить,сплавлять
сплотить,сплачивать
посплетничать,сплетничать
сплющить,сплющивать
сподвигнуть,сподвигать
сполоснуть,споласкивать
сползти,сползать
поспорить,спорить
поспособствовать,способствовать
споткнуть,спотыкать
справить,справлять
спросить,спрашивать
расспрашивать,спрашивать
спрыгнуть,спрыгивать
спрыснуть,спрыскивать
проспрягать,спрягать
спрямить,спрямлять
спустить,спускать
сработать,срабатывать
сравнить,сравнивать
сразить,сражать
осрамить,срамить
срасти,срастать
срастить,сращивать
срезать,срезать
срисовать,срисовывать
срыгнуть,срыгивать
ссадить,ссаживать
поссать,ссать
поссорить,ссорить
ссудить,ссужать
ссужать,ссуживать
ссутулить,ссутуливать
ссучить,ссучивать
сослать,ссылать
ссыпать,ссыпать
застабилизировать,стабилизировать
постажировать,стажировать
столкнуть,сталкивать
стать,становить
стоптать,стаптывать
постарать,старать
расстарать,старать
постареть,стареть
состарить,старить
стащить,стаскивать
сточить,стачивать
постебать,стебать
стегануть,стегать
стегнуть,стегать
стечь,стекать
остекленеть,стекленеть
устелить,стелить
простерилизовать,стерилизовать
стеснить,стеснять
застеснять,стеснять
постеснять,стеснять
стесать,стесывать
простимулировать,стимулировать
постирать,стирать
простирать,стирать
стереть,стирать
стиснуть,стискивать
стихнуть,стихать
постлать,стлать
застонать,стонать
посторожить,сторожить
стравить,стравливать
пострадать,страдать
застраховать,страховать
устрашить,страшить
застращать,стращать
застрекотать,стрекотать
стрельнуть,стрелять
устремить,стремить
постричь,стричь
простробировать,стробировать
построгать,строгать
сострогать,строгать
построить,строить
прострочить,строчить
заструить,струить
отструктурировать,структурировать
состряпать,стряпать
стряхнуть,стряхивать
стукнуть,стукать
ступить,ступать
постучать,стучать
застыдить,стыдить
стянуть,стягивать
посублимировать,сублимировать
просубсидировать,субсидировать
засуетить,суетить
сузить,сужать
посулить,сулить
просуммировать,суммировать
всунуть,сунуть
засунуть,сунуть
насурьмить,сурьмить
посутяжничать,сутяжничать
просуществовать,существовать
схватить,схватывать
сойти,сходить
сцедить,сцеживать
сцепить,сцеплять
посчитать,считать
сосчитать,считать
считать,считывать
счистить,счищать
посшибать,сшибать
сшибить,сшибать
сшить,сшивать
съехать,съезжать
просыпать,сыпать
сэкономить,сэконамливать
посюсюкать,сюсюкать
потабанить,табанить
станцевать,танцевать
вытаращить,таращить
потаскать,таскать
потемнеть,темнеть
стемнеть,темнеть
протеоретизировать,теоретизировать
потеплеть,теплеть
потеребить,теребить
растерзать,терзать
истерзать,терзать
вытерпеть,терпеть
потерпеть,терпеть
затерроризировать,терроризировать
потерять,терять
растерять,терять
потеснить,теснить
протестировать,тестировать
потечь,течь
стибрить,тибрить
затикать,тикать
тикнуть,тикать
растиражировать,тиражировать
затискать,тискать
соткать,ткать
сотлеть,тлеть
толкнуть,толкать
истолочь,толочь
растолочь,толочь
столпить,толпить
потолстеть,толстеть
растолстеть,толстеть
утомить,томить
утонуть,тонуть
затопать,топать
истопить,топить
утопить,топить
протопить,топить
утоптать,топтать
потоптать,топтать
поторговать,торговать
восторжествовать,торжествовать
тормознуть,тормозить
заторопить,торопить
проторчать,торчать
затосковать,тосковать
вытошнить,тошнить
затошнить,тошнить
стошнить,тошнить
потощать,тощать
истрактовать,трактовать
протралить,тралить
утрамбовать,трамбовать
оттранспортировать,транспортировать
потратить,тратить
потребовать,требовать
потревожить,тревожить
отрезветь,трезветь
потрезветь,трезветь
протрезветь,трезветь
затрезвонить,трезвонить
натренировать,тренировать
потренировать,тренировать
потрепать,трепать
затрепетать,трепетать
потрескать,трескать
затрещать,трещать
потрогать,трогать
затроллить,троллить
потроллить,троллить
протрубить,трубить
потрудить,трудить
перетрусить,трусить
струсить,трусить
затрусить,трусить
затрясти,трясти
потужить,тужить
отупеть,тупеть
потускнеть,тускнеть
потусовать,тусовать
стушевать,тушевать
потушить,тушить
протушить,тушить
ткнуть,тыкать
тыкнуть,тыкать
стырить,тырить
тюкнуть,тюкать
тявкнуть,тявкать
тяпнуть,тяпать
убавить,убавлять
убежать,убегать
убедить,убеждать
убелить,убелять
убить,убивать
убрать,убирать
ублаготворить,ублаготворять
ублажить,ублажать
убыть,убывать
убыстрить,убыстрять
уведомить,уведомлять
увековечить,увековечивать
увеличить,увеличивать
уверить,уверять
увеселить,увеселять
увешать,увешивать
увить,увивать
увлажнить,увлажнять
увлечь,увлекать
увести,уводить
увезти,увозить
уволить,увольнять
увязать,увязывать
угадать,угадывать
угаснуть,угасать
углубить,углублять
уговорить,уговаривать
угодить,угождать
угнать,угонять
угостить,угощать
заугрожать,угрожать
угрозить,угрожать
удать,удавать
удалить,удалять
ударить,ударять
удвоить,удваивать
удержать,удерживать
удешевить,удешевлять
удивить,удивлять
удрать,удирать
удлинить,удлинять
удобрить,удобрять
удовлетворить,удовлетворять
удорожить,удорожать
удостоверить,удостоверять
удручить,удручать
уединить,уединять
уехать,уезжать
ужаснуть,ужасать
ужесточить,ужесточать
ужить,уживать
ужать,ужимать
поужинать,ужинать
узаконить,узаконивать
указать,указывать
укатить,укатывать
укачать,укачивать
уложить,укладывать
укоротить,укорачивать
укоренить,укоренять
укорить,укорять
приукрашать,украшать
украсить,украшать
укротить,укрощать
укрупнить,укрупнять
укрыть,укрывать
укупорить,укупоривать
уладить,улаживать
уломать,уламывать
улететь,улетать
улетучить,улетучивать
уличить,уличать
улучить,улучать
улучшить,улучшать
заулыбать,улыбать
улыбнуть,улыбать
умолчать,умалчивать
умалить,умалять
умаслить,умасливать
умастить,умащать
уменьшить,уменьшать
приуменьшать,уменьшать
умерить,умерять
суметь,уметь
уместить,умещать
умилить,умилять
умереть,умирать
умиротворить,умиротворять
умолкнуть,умолкать
умудрить,умудрять
умягчить,умягчать
унавозить,унаваживать
унизить,унижать
унять,унимать
сунифицировать,унифицировать
уничтожить,уничтожать
унести,уносить
приунывать,унывать
упаковать,упаковывать
упечь,упекать
упереть,упирать
уплатить,уплачивать
уплести,уплетать
уплотнить,уплотнять
уплощить,уплощать
уплыть,уплывать
уподобить,уподоблять
уползти,уползать
уполномочить,уполномочивать
упомянуть,упоминать
упорядочить,упорядочивать
употребить,употреблять
управить,управлять
поупражнять,упражнять
упразднить,упразднять
упросить,упрашивать
упредить,упреждать
упрекнуть,упрекать
упрочить,упрочать
упрочнить,упрочнять
заупрямить,упрямить
упрятать,упрятывать
уработать,урабатывать
уравнять,уравнивать
уравновесить,уравновешивать
уразуметь,уразумевать
урезонить,урезонивать
изуродовать,уродовать
заурчать,урчать
урвать,урывать
усадить,усаживать
усесть,усаживать
усвоить,усваивать
усеять,усеивать
усечь,усекать
усилить,усиливать
ускользнуть,ускальзывать
ускорить,ускорять
условить,уславливать
усмотреть,усматривать
усмехнуть,усмехать
усмирить,усмирять
уснастить,уснащать
успеть,успевать
успокоить,успокаивать
усреднить,усреднять
устать,уставать
уставить,уставлять
устаканить,устаканивать
установить,устанавливать
устареть,устаревать
устлать,устилать
обустраивать,устраивать
устроить,устраивать
устранить,устранять
устрожить,устрожать
усугубить,усугублять
услать,усылать
усыпать,усыпать
усыпить,усыплять
усохнуть,усыхать
утаить,утаивать
утвердить,утверждать
утечь,утекать
утеплить,утеплять
утешить,утешать
проутилизировать,утилизировать
утереть,утирать
утихнуть,утихать
утихомирить,утихомиривать
утолстить,утолщать
утолить,утолять
утончить,утончать
уточнить,уточнять
утроить,утраивать
проутрировать,утрировать
сутрировать,утрировать
утрудить,утруждать
утрясти,утрясать
уткнуть,утыкать
утянуть,утягивать
утяжелить,утяжелять
ухнуть,ухать
ухватить,ухватывать
ухитрить,ухитрять
уйти,уходить
ухохотать,ухохатывать
ухудшить,ухудшать
уценить,уценивать
уценять,уценивать
уцепить,уцеплять
поучаствовать,участвовать
участить,учащать
учинить,учинять
научить,учить
учредить,учреждать
ушибить,ушибать
ушить,ушивать
уширить,уширять
ущемить,ущемлять
уязвить,уязвлять
уяснить,уяснять
сфабриковать,фабриковать
сфальсифицировать,фальсифицировать
сфальцевать,фальцевать
сфальшивить,фальшивить
пофантазировать,фантазировать
нафаршировать,фаршировать
зафиксировать,фиксировать
отфиксировать,фиксировать
профинансировать,финансировать
пофлиртовать,флиртовать
сфокусировать,фокусировать
зафонтанировать,фонтанировать
заформализовать,формализовать
отформатизовать,форматизовать
отформатировать,форматировать
проформатировать,форматировать
сформировать,формировать
отформовать,формовать
сформовать,формовать
сформулировать,формулировать
сфорсировать,форсировать
сфотографировать,фотографировать
зафрахтовать,фрахтовать
отфрезеровать,фрезеровать
фыркнуть,фыркать
схалтурить,халтурить
нахамить,хамить
охарактеризовать,характеризовать
захарассить,харассить
похвалить,хвалить
похвастать,хвастать
схитрить,хитрить
похлебать,хлебать
хлебнуть,хлебать
исхлестать,хлестать
отхлестать,хлестать
хлестнуть,хлестать
нахлестать,хлестать
хлопнуть,хлопать
похлопотать,хлопотать
прохлорировать,хлорировать
нахлынуть,хлынуть
прихлынуть,хлынуть
захлюпать,хлюпать
хлюпнуть,хлюпать
захмелеть,хмелеть
захныкать,хныкать
походатайствовать,ходатайствовать
приходить,ходить
выхолить,холить
похолодать,холодать
похолодеть,холодеть
похолодить,холодить
захороводить,хороводить
похоронить,хоронить
похорошеть,хорошеть
захотеть,хотеть
захохотать,хохотать
похохотать,хохотать
расхрабрить,храбрить
захрапеть,храпеть
захрипеть,хрипеть
прохрипеть,хрипеть
хрипнуть,хрипеть
охрипнуть,хрипнуть
захромать,хромать
захрустеть,хрустеть
хруснуть,хрустеть
хрустнуть,хрустеть
похудеть,худеть
нахулиганить,хулиганить
цапнуть,цапать
поцарапать,царапать
царапнуть,царапать
воцарить,царить
поцеловать,целовать
зацементировать,цементировать
сцементировать,цементировать
процензурировать,цензурировать
сцентрализовать,централизовать
отцентрировать,центрировать
уцеплять,цеплять
отцивилизовать,цивилизовать
отциклевать,циклевать
процитировать,цитировать
зачавкать,чавкать
чавкнуть,чавкать
исчахнуть,чахнуть
черкнуть,черкать
почернеть,чернеть
зачернить,чернить
почерпнуть,черпать
зачерстветь,черстветь
чертыхнуть,чертыхать
чиркнуть,чиркать
почистить,чистить
чихнуть,чихать
чмокнуть,чмокать
зачморить,чморить
чокнуть,чокать
чпокнуть,чпокать
почтить,чтить
почувствовать,чувствовать
прочувствовать,чувствовать
начудачествовать,чудачествовать
начудить,чудить
учудить,чудить
почудить,чудить
причудить,чудить
почуять,чуять
отшабрить,шабрить
шагнуть,шагать
нашалить,шалить
зашамкать,шамкать
шандарахнуть,шандарахать
шарахнуть,шарахать
пошарить,шарить
зашаркать,шаркать
шаркнуть,шаркать
пришвартовать,швартовать
шевельнуть,шевелить
зашевелить,шевелить
зашелестеть,шелестеть
ошельмовать,шельмовать
прошепелявить,шепелявить
зашептать,шептать
прошептать,шептать
шепнуть,шептать
шибануть,шибать
обшикать,шикать
нашинковать,шинковать
зашипеть,шипеть
прошипеть,шипеть
нашкодить,шкодить
шлепнуть,шлепать
отшлифовать,шлифовать
шмыгнуть,шмыгать
шмякнуть,шмякать
шнырнуть,шнырять
нашпиговать,шпиговать
проштамповать,штамповать
проштемпелевать,штемпелевать
проштудировать,штудировать
нашуметь,шуметь
прошуметь,шуметь
зашунтировать,шунтировать
зашуршать,шуршать
пошутить,шутить
пошушукать,шушукать
пощадить,щадить
защебетать,щебетать
